Date,Latitude,Longitude,Magnitude
12/22/1965,52.293,160.356,5.8
12/22/1965,58.335,-153.303,6.1
12/23/1965,60.481,-140.766,5.6
12/25/1965,-18.096,-178.979,6.2
12/26/1965,-5.2010000000000005,151.583,5.9
12/28/1965,27.863000000000003,141.99200000000002,5.8
12/30/1965,54.21,-164.476,5.6
12/30/1965,-16.673,-71.111,5.8
01/05/1966,13.248,95.42,5.8
01/11/1966,0.586,120.141,5.9
01/11/1966,33.675,137.244,6.0
01/13/1966,52.82899999999999,172.048,5.7
01/16/1966,52.763999999999996,172.058,5.8
01/20/1966,37.883,138.151,5.8
01/22/1966,55.956,-153.942,6.2
01/24/1966,30.013,69.60600000000001,5.8
01/26/1966,-59.548,-26.465,5.6
01/28/1966,-17.114,168.55900000000003,6.0
01/28/1966,51.513999999999996,157.119,5.6
01/31/1966,-24.837,-64.413,5.7
02/03/1966,0.21100000000000002,123.555,5.7
02/03/1966,16.709,119.973,5.7
02/03/1966,24.13,121.96600000000001,5.8
02/04/1966,-15.899000000000001,167.91400000000002,6.4
02/05/1966,39.093,21.776999999999997,6.2
02/05/1966,26.246,103.18700000000001,6.4
02/05/1966,50.023,155.506,5.9
02/07/1966,29.956,69.76100000000001,6.5
02/07/1966,30.276,70.041,6.5
02/09/1966,-56.79,-25.965,6.3
02/09/1966,-9.851,116.376,5.8
02/10/1966,31.193,142.001,5.8
02/10/1966,20.711,146.16299999999998,6.5
02/13/1966,-6.561,132.642,6.0
02/13/1966,26.12,103.22200000000001,5.9
02/16/1966,-17.67,168.021,6.6
02/17/1966,-32.265,78.866,6.6
02/17/1966,-32.233000000000004,78.999,5.7
02/18/1966,6.709,123.84200000000001,5.9
02/21/1966,-55.495,-27.079,6.0
02/21/1966,26.14,125.744,5.6
02/22/1966,-5.388,151.592,6.9
02/25/1966,-15.404000000000002,-172.843,6.0
02/26/1966,52.55,173.46200000000002,5.6
02/28/1966,43.691,139.738,5.6
02/28/1966,29.244,130.344,6.0
02/28/1966,-25.983,-70.328,5.7
03/03/1966,48.256,154.425,5.8
03/04/1966,-38.747,178.06099999999998,5.9
03/06/1966,31.525,80.487,6.7
03/06/1966,31.421999999999997,80.554,6.3
03/07/1966,37.156,114.875,6.5
03/08/1966,-13.696,166.555,6.2
03/08/1966,1.903,126.334,6.2
03/08/1966,1.742,126.337,5.6
03/08/1966,-19.991,-68.842,5.8
03/12/1966,24.122,122.583,7.5
03/17/1966,-21.149,-179.093,6.7
03/19/1966,-52.655,19.709,5.6
03/20/1966,0.622,29.863000000000003,6.6
03/20/1966,-21.176,-174.429,5.6
03/22/1966,37.535,115.039,6.2
03/22/1966,37.545,115.061,6.8
03/23/1966,23.973000000000003,122.93799999999999,6.2
03/24/1966,-13.626,166.829,5.9
03/26/1966,37.714,115.275,6.0
03/26/1966,37.798,115.096,5.9
03/27/1966,8.865,-83.46700000000001,5.7
03/29/1966,23.869,142.248,6.0
03/29/1966,37.464,115.12700000000001,6.0
04/03/1966,36.617,141.121,5.7
04/04/1966,12.01,92.48299999999999,5.8
04/06/1966,-45.685,96.00299999999999,6.3
04/06/1966,56.382,-154.60399999999998,5.6
04/07/1966,26.199,127.507,5.7
04/08/1966,51.301,157.703,6.2
04/09/1966,9.408999999999999,-84.28200000000001,5.8
04/09/1966,-14.074000000000002,166.72400000000002,5.7
04/10/1966,-31.451999999999998,-71.04899999999999,6.1
04/11/1966,18.113,-102.557,5.7
04/12/1966,-38.231,-72.695,6.3
04/13/1966,-38.194,-73.19800000000001,5.9
04/16/1966,56.896,-153.601,6.2
04/20/1966,18.82,147.221,6.0
04/20/1966,41.703,48.238,6.0
04/21/1966,35.580999999999996,142.171,6.0
04/21/1966,35.6,142.037,5.9
04/22/1966,-37.656,-73.428,5.9
04/22/1966,57.271,-152.483,5.8
04/23/1966,-0.711,122.191,6.5
04/23/1966,-0.57,122.235,6.1
05/01/1966,-8.341000000000001,-74.142,6.4
05/02/1966,-5.996,149.735,6.1
05/02/1966,-8.495,114.96700000000001,5.6
05/05/1966,24.298000000000002,122.595,6.2
05/09/1966,34.425,26.455,6.0
05/11/1966,48.888000000000005,156.275,6.2
05/11/1966,48.848,156.28799999999998,5.6
05/11/1966,48.853,156.13299999999998,5.8
05/14/1966,34.023,138.983,5.7
05/15/1966,51.41,-178.291,6.1
05/16/1966,-6.974,129.352,5.7
05/17/1966,-44.195,-75.47800000000001,5.6
05/18/1966,24.97,-109.085,5.9
05/19/1966,53.934,-164.122,6.0
05/20/1966,13.901,146.481,6.1
05/20/1966,19.374000000000002,122.147,5.5
05/23/1966,30.081,139.99200000000002,5.7
05/23/1966,13.894,146.41,5.7
05/25/1966,-6.3839999999999995,131.04399999999998,5.7
05/25/1966,-21.658,169.81400000000002,5.7
05/25/1966,-52.772,160.124,6.1
05/28/1966,24.274,122.631,5.8
06/01/1966,-23.461,-174.657,5.8
06/02/1966,50.993,175.957,5.5
06/02/1966,-0.047,123.13,5.8
06/04/1966,46.418,152.735,6.0
06/06/1966,-14.929,167.83900000000003,5.6
06/06/1966,36.421,71.22399999999999,6.6
06/06/1966,9.527999999999999,126.505,6.0
06/07/1966,-14.828,-75.835,6.2
06/07/1966,24.328000000000003,122.66,5.6
06/07/1966,11.323,139.593,6.8
06/09/1966,44.238,147.766,5.7
06/11/1966,51.398999999999994,-178.35,5.6
06/13/1966,-21.241999999999997,174.342,6.1
06/13/1966,-12.190999999999999,167.132,6.7
06/15/1966,-10.318,161.006,7.1
06/15/1966,-10.061,161.149,6.8
06/15/1966,-10.033,160.937,5.9
06/15/1966,-10.172,160.85,5.7
06/21/1966,-11.022,165.171,5.8
06/21/1966,50.163999999999994,157.767,5.5
06/22/1966,-7.24,124.583,7.0
06/23/1966,43.726000000000006,140.19,5.6
06/27/1966,29.504,80.845,6.0
06/27/1966,29.543000000000003,80.915,5.7
06/27/1966,29.706,80.935,6.3
06/27/1966,-38.36,177.139,5.6
06/29/1966,-13.794,166.644,6.0
07/01/1966,24.739,122.414,6.4
07/04/1966,51.745,176.296,5.8
07/04/1966,51.826,179.778,6.8
07/05/1966,51.867,-179.88,5.8
07/10/1966,24.303,125.186,6.1
07/11/1966,-19.474,-173.25400000000002,6.0
07/12/1966,44.707,37.272,5.7
07/19/1966,56.24100000000001,164.75400000000002,6.4
07/19/1966,51.748000000000005,-173.47799999999998,5.6
07/21/1966,-17.757,-178.55,6.4
07/22/1966,51.663999999999994,-173.67700000000002,5.7
07/27/1966,-24.16,-70.082,5.8
08/01/1966,29.936999999999998,68.778,6.0
08/01/1966,29.906,68.681,6.2
08/01/1966,29.988000000000003,68.58800000000001,6.9
08/05/1966,-10.987,162.767,5.7
08/07/1966,50.513000000000005,-171.301,6.9
08/07/1966,-10.692,161.237,5.6
08/07/1966,31.0395,-113.77733329999998,6.35
08/08/1966,19.279,-108.27,6.0
08/10/1966,-20.160999999999998,-175.22799999999998,6.0
08/11/1966,-23.495,-175.808,5.9
08/12/1966,52.563,-161.63,5.8
08/15/1966,28.565,78.961,5.6
08/15/1966,13.295,121.46700000000001,6.0
08/15/1966,3.487,64.014,6.0
08/16/1966,36.395,70.903,5.8
08/16/1966,37.38,-114.15700000000001,5.7
08/16/1966,-21.343000000000004,171.484,6.2
08/17/1966,-5.026,125.119,5.7
08/17/1966,52.156000000000006,175.053,5.6
08/18/1966,14.478,-91.84,5.8
08/18/1966,-0.111,125.071,6.1
08/18/1966,-0.006999999999999999,125.02600000000001,6.0
08/19/1966,39.235,41.571999999999996,6.8
08/20/1966,-3.195,-77.166,5.7
08/20/1966,42.981,140.708,5.8
08/20/1966,39.438,41.093999999999994,6.2
08/20/1966,-23.734,-175.678,6.1
08/21/1966,8.48,126.645,6.0
08/22/1966,-1.7409999999999999,134.06,5.9
08/22/1966,-22.499000000000002,170.74200000000002,6.3
08/23/1966,23.873,123.228,5.7
08/26/1966,-27.693,-177.185,5.8
08/26/1966,-22.128,170.04,6.0
08/28/1966,-36.094,178.575,5.7
08/30/1966,61.196999999999996,-147.781,5.6
09/08/1966,2.388,128.49,7.7
09/08/1966,45.401,150.549,5.6
09/11/1966,6.761,-72.976,5.9
09/12/1966,-22.987,170.75,6.3
09/12/1966,39.385,-120.25200000000001,5.9
09/14/1966,-60.244,-27.199,6.7
09/15/1966,-60.256,-26.921999999999997,6.2
09/15/1966,22.924,121.507,6.2
09/18/1966,27.775,54.227,5.7
09/25/1966,18.261,-100.985,6.0
09/26/1966,27.419,92.57600000000001,5.9
09/28/1966,27.412,100.103,6.3
10/07/1966,-21.558000000000003,170.59599999999998,6.9
10/07/1966,61.58,-150.126,5.6
10/08/1966,-16.654,-177.27900000000002,6.1
10/11/1966,-60.354,-26.485,6.1
10/12/1966,-11.793,121.601,6.0
10/12/1966,-31.241,-177.747,5.8
10/16/1966,29.734,142.66899999999998,5.7
10/16/1966,-56.111000000000004,-27.62,5.7
10/17/1966,-10.665,-78.22800000000001,8.1
10/19/1966,-1.571,-15.610999999999999,7.0
10/26/1966,-18.319000000000003,167.58,5.7
10/27/1966,22.232,145.97799999999998,6.7
10/29/1966,38.796,21.241999999999997,5.9
11/03/1966,19.102,-67.878,6.0
11/05/1966,-15.37,-175.109,6.4
11/10/1966,-31.973000000000003,-68.301,6.1
11/11/1966,52.141000000000005,-169.158,5.6
11/12/1966,-23.822,-67.863,5.6
11/12/1966,41.746,144.389,6.0
11/12/1966,-15.681,167.25799999999998,6.3
11/13/1966,17.042,-61.885,5.6
11/22/1966,48.019,146.857,5.9
11/22/1966,-57.964,-25.518,5.8
11/23/1966,-14.850999999999999,167.051,5.9
11/26/1966,-25.563000000000002,-70.497,5.7
11/28/1966,6.6,-82.74600000000001,5.6
12/01/1966,-13.954,167.045,6.8
12/02/1966,3.2510000000000003,128.174,5.7
12/07/1966,44.475,151.655,5.9
12/10/1966,14.350999999999999,-91.963,5.7
12/10/1966,-3.424,145.703,6.3
12/14/1966,-4.928,144.05,6.3
12/15/1966,21.487,94.322,5.7
12/16/1966,29.535,80.82300000000001,5.7
12/20/1966,-26.123,-63.152,6.3
12/20/1966,37.3021667,-116.40833329999998,5.62
12/21/1966,-19.98,169.834,6.3
12/23/1966,-7.039,148.256,6.6
12/27/1966,37.126,141.202,5.6
12/28/1966,-25.494,-70.55,7.7
12/29/1966,-32.838,-111.78299999999999,5.6
12/31/1966,-12.091,166.55200000000002,7.8
12/31/1966,-12.325999999999999,166.49099999999999,7.1
01/01/1967,-15.237,-173.608,6.5
01/01/1967,-11.2,165.416,5.9
01/02/1967,-10.187000000000001,28.424,5.6
01/02/1967,-12.347000000000001,166.22099999999998,6.0
01/03/1967,-11.093,165.668,6.1
01/03/1967,-11.112,165.53599999999997,5.6
01/03/1967,-12.376,166.47299999999998,5.8
01/04/1967,20.317999999999998,120.11399999999999,5.6
01/04/1967,10.880999999999998,-62.33,5.5
01/05/1967,48.168,103.036,7.0
01/05/1967,48.477,103.021,5.8
01/05/1967,48.04,103.01299999999999,5.9
01/06/1967,41.878,143.482,5.9
01/06/1967,-1.4609999999999999,126.477,5.6
01/07/1967,-48.873000000000005,112.803,6.0
01/07/1967,11.854000000000001,142.866,5.7
01/11/1967,-0.149,120.03299999999999,5.7
01/11/1967,33.989000000000004,45.738,6.1
01/13/1967,-10.515,161.406,6.2
01/16/1967,-11.248,165.623,6.0
01/17/1967,-27.335,-63.20399999999999,6.2
01/17/1967,38.244,142.15200000000002,6.6
01/18/1967,56.56399999999999,120.947,5.5
01/18/1967,52.565,-168.50099999999998,5.9
01/19/1967,-11.902999999999999,166.49400000000003,5.9
01/20/1967,48.105,103.064,6.4
01/21/1967,-49.917,-114.881,6.3
01/23/1967,19.973,-109.12899999999999,6.0
01/24/1967,41.5,142.2,5.7
01/24/1967,-0.922,-21.081,6.5
01/25/1967,36.715,71.625,6.0
01/28/1967,52.45,-169.60299999999998,6.8
01/28/1967,52.288000000000004,-169.35299999999998,5.6
01/28/1967,52.242,-169.468,5.8
01/30/1967,26.107,96.115,5.6
01/31/1967,2.6189999999999998,-84.363,5.6
02/02/1967,-57.94,-25.663,6.1
02/03/1967,-5.542000000000001,110.478,5.6
02/07/1967,56.521,-157.326,5.7
02/09/1967,2.8489999999999998,-74.798,7.0
02/13/1967,52.812,-34.14,7.0
02/14/1967,13.555,96.463,6.8
02/14/1967,-13.302999999999999,171.408,5.8
02/15/1967,-9.163,-71.274,7.0
02/17/1967,-23.878,-175.078,6.5
02/18/1967,-5.872999999999999,153.267,5.6
02/19/1967,-8.965,113.01700000000001,6.3
02/19/1967,-0.07200000000000001,124.213,5.9
02/20/1967,33.617,75.333,5.5
02/22/1967,-19.516,169.21599999999998,5.8
02/23/1967,26.184,128.611,6.0
02/25/1967,-0.077,123.947,5.9
02/25/1967,-0.114,123.969,5.9
02/28/1967,32.608000000000004,141.649,6.0
03/02/1967,-0.214,-78.595,6.0
03/04/1967,21.398000000000003,121.823,5.7
03/04/1967,-18.558,-175.28599999999997,5.7
03/04/1967,39.1,24.684,6.6
03/09/1967,-10.617,166.19799999999998,5.9
03/09/1967,-10.622,166.333,5.9
03/11/1967,-10.821,166.388,5.9
03/11/1967,19.262999999999998,-95.801,5.9
03/13/1967,-40.17,-74.722,5.7
03/13/1967,19.581,38.874,5.6
03/14/1967,28.463,94.24799999999999,5.7
03/17/1967,-3.575,150.909,6.2
03/18/1967,-6.075,146.35399999999998,5.7
03/19/1967,-6.727,129.744,6.2
03/19/1967,45.527,151.188,6.7
03/20/1967,45.672,151.30100000000002,5.8
